Indicators,BNC  ,BPH,BUH,CAPITALBK,SOGEBK,UNIBNK,SOGEBL,CBNA,TOTAL,Parts1_fr,Parts2_fr,Parts1_en,Parts2_en,Date,SCOTIA,BICH,SOCABK,PROMOBK,SOCABL,BHD *,BHD 
FONDS_PROPRES_capital_verse,1500000,165000,539184.99917,540000,1330595,3234712.5,200000,103837,7707702.49917,Fonds propres,Fonds propres,Equity,Equity,2016-09-01,94373,,,,,,
FONDS_PROPRES_reserves,327142.246,64740.496,57070.248,222733,1542703.34917,648776.90215,223078.9839,64834,3238153.22522,Fonds propres,Fonds propres,Equity,Equity,2016-09-01,87074,,,,,,
FONDS_PROPRES_reserves_(prov._pour_pertes_sur_prets),159708.82656000002,0,67840.98040999999,0,0,0,0,0,253011.80697,Fonds propres,Fonds propres,Equity,Equity,2016-09-01,25462,,,,,,
FONDS_PROPRES_surplus_d'apport,0,14325,346520.79623000004,1384,125897.67262,0,0,0,488127.46885000006,Fonds propres,Fonds propres,Equity,Equity,2016-09-01,0,,,,,,
FONDS_PROPRES_bnr,2459759.67556,-257078.03832,21208.254140000034,761991,2270160.138140001,7049856.215559999,214292.13356,208197,12903049.378640002,Fonds propres,Fonds propres,Equity,Equity,2016-09-01,174663,,,,,,
HORS-BILAN_effets_a_l'encaissement,0,0,0,0,111401.26890000001,271.457874491,0,0,111672.726774491,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2016-09-01,0,,,,,,
HORS-BILAN_credit_documentaire,196610.4,0,0,0,1115041.48352,1022605.422937896,0,0,2399450.306457896,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2016-09-01,65193,,,,,,
HORS-BILAN_autres,1725729.7650000001,238690.841050216,91104.716427712,123434,4345757.98061,591566.3797315758,597211.68542,-1111258,7536052.368239504,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2016-09-01,933815,,,,,,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,12541336.9,1625694.58353,6312831.975697439,7193246,22150423.64859,25091895.702,4182810.581047,744549,81937123.39086443,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2016-09-01,2094335,,,,,,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,470347.1,542294.41618,52236.746280432,53323,911042.67185,252696.50901,86966.04838,0,2450737.4917004323,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2016-09-01,81831,,,,,,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,559665.1,613196.962776768,43366.456848248,85055,726965,174164.35942000002,435380.44466000004,0,2781716.323705016,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2016-09-01,143923,,,,,,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,22113567.72763,1734437.25441,5917046.689783992,10865099,39652302.116298914,47334513.81060464,4734873.09525,3151252,138644998.69397753,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2016-09-01,3141907,,,,,,
ACTIF_LIQUIDE_encaisse,4685005.683,158344.90801,381812.966874299,379216,2519896.56648,1592760.338061552,30925.8946,90291,9932553.357025852,Actif,Actif liquide,Asset,Liquid asset,2014-12-01,94300,,,,,,
ACTIF_LIQUIDE_avoirs_a_la_brh,10240683.537,1474128.99155,1949652.441575278,3669089,13434681.62964,16594407.768534468,583519.22312,3209832,53570133.59141974,Actif,Actif liquide,Asset,Liquid asset,2014-12-01,2414139,,,,,,
ACTIF_LIQUIDE_avoirs_a_l'etranger,459217.159,58764.29432,189898.524236649,699005,660482.48954,1379362.454804855,10976.94524,-135142,4771613.867141504,Actif,Actif liquide,Asset,Liquid asset,2014-12-01,1449049,,,,,,
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,176205.182735584,33668,28433.644849999997,342.3356544643333,1715543.71515,0,1954192.8783900484,Actif,Actif liquide,Asset,Liquid asset,2014-12-01,0,,,,,,
ACTIF_LIQUIDE_autres_liquidites,193459.598,28204.022360000003,308.828,120729,53365.67302,514388.257747321,15550.34153,115398,1075726.7206573212,Actif,Actif liquide,Asset,Liquid asset,2014-12-01,34323,,,,,,
ACTIF_ILLIQUIDE_bons_b.r.h.,3810000,223000,180000,298391,1300000,0,0,796833,6608224,Actif,Actif illiquide,Asset,Non-liquid asset,2014-12-01,0,,,,,,
ACTIF_ILLIQUIDE_bons_du_tresor_/_m.e.f.,2875000,0,0,0,0,0,0,0,2875000,Actif,Actif illiquide,Asset,Non-liquid asset,2014-12-01,0,,,,,,
ACTIF_ILLIQUIDE_autres_placements,6804854.01974,66410.10613000003,134723.54717347602,714956,11372717.66967,12545779.202530257,55612.46503000001,0,31695053.010273732,Actif,Actif illiquide,Asset,Non-liquid asset,2014-12-01,0,,,,,,
ACTIF_ILLIQUIDE_portefeuille_net,10524694.186369998,858993.53526,2291639.384839494,5637972,19215072.52599,24056419.86524,3345304.258156,1798882,69792588.7558555,Actif,Actif illiquide,Asset,Non-liquid asset,2014-12-01,2063611,,,,,,
ACTIF_ILLIQUIDE_immobilisations,1371154.9584999997,305443.18224,280545.037,293320,2115040.9605199997,1437499.7739299997,210745.71996,356354,6435815.63215,Actif,Actif illiquide,Asset,Non-liquid asset,2014-12-01,65712,,,,,,
ACTIF_ILLIQUIDE_autres_actifs,1923646.83646,25590.26461,48894.990172113896,469294,2406305.51709,930133.0478415019,145725.66902,127680,6089818.325193617,Actif,Actif illiquide,Asset,Non-liquid asset,2014-12-01,12548,,,,,,
DÉPÔT_a_vue,20074139.496650003,1426485.50697,1619897.161720242,5535253,14786946.016360004,22792767.486483052,1083757.2214300002,3912349,74442958.8896133,Passif,Dépôt,Liability,Deposit,2014-12-01,3211364,,,,,,
DÉPÔT_epargne,9826355.452610001,579932.58106,1841834.30118409,2676583,18578344.72994,20288168.454900607,508819.43869999994,294638,56283904.9583947,Passif,Dépôt,Liability,Deposit,2014-12-01,1689229,,,,,,
DÉPÔT_a_terme,3975505.82211,871487.5419600001,1237077.910191643,2207658,9479328.16206,6403840.141492126,2952640.3953400003,381091,27834231.973153766,Passif,Dépôt,Liability,Deposit,2014-12-01,325603,,,,,,
OBLIGATIONS_À_VUE_banques_locales,0,0,0,0,0,0,0,300000,300000,Passif,Obligations à vue,Liability,Demand bonds,2014-12-01,0,,,,,,
OBLIGATIONS_À_VUE_banques_a_l'etranger,0,0,0,0,0,0,0,140243,140243,Passif,Obligations à vue,Liability,Demand bonds,2014-12-01,0,,,,,,
OBLIGATIONS_À_VUE_autres,1603464.97673,180382.068251307,242476.060946212,334252,1500006.6468,2209055.4804472663,87823.308,706720,7093867.541174785,Passif,Obligations à vue,Liability,Demand bonds,2014-12-01,229687,,,,,,
OBLIGATIONS_À_TERME_banques_locales,3000,7132.5,200000,0,0,0,855000,0,1065132.5,Passif,Obligations à terme,Liability,Term bonds,2014-12-01,0,,,,,,
OBLIGATIONS_À_TERME_banque_a_l'etranger,0,0,0,0,2467523.49769,607720.1,0,0,3075243.59769,Passif,Obligations à terme,Liability,Term bonds,2014-12-01,0,,,,,,
OBLIGATIONS_À_TERME_autres,3357144.62518,4534.22936,1670.05275,60293,517789.0964200003,448356.151042962,63772.70146999997,125367,4608097.856222962,Passif,Obligations à terme,Liability,Term bonds,2014-12-01,29171,,,,,,
AUTRES_PASSIFS_autres_passifs,856742.446,1162.39207,208053.94415511104,427259,1894965.9864400001,503987.09549473604,68401.41638999998,109545,4445986.280549847,Passif,Autres passifs,Liability,Other liabilities,2014-12-01,375869,,,,,,
FONDS_PROPRES_capital_verse,1500000,165000,448651,270000,1200000,2092652,150000,103837,6024513,Fonds propres,Fonds propres,Equity,Equity,2014-12-01,94373,,,,,,
FONDS_PROPRES_reserves,327016.25258000003,87983,33754.82076,206958,1221203.99306,867190.37238,166509.38644,70114,3053147.82522,Fonds propres,Fonds propres,Equity,Equity,2014-12-01,72418,,,,,,
FONDS_PROPRES_surplus_d'apport,0,14325,93847.20015,1384,98479.45517,0,0,0,208035.65532000002,Fonds propres,Fonds propres,Equity,Equity,2014-12-01,0,,,,,,
FONDS_PROPRES_bnr,1364346.9051700002,-139545.51523,-293581.54925000004,596000,1361409.0928600004,2837355.75989,177180.36401000002,216224,6225357.057449999,Fonds propres,Fonds propres,Equity,Equity,2014-12-01,105968,,,,,,
HORS-BILAN_effets_a_l'encaissement,0,0,0,0,67323.02318999999,306.859376,0,0,67629.88256599999,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2014-12-01,0,,,,,,
HORS-BILAN_credit_documentaire,140243.1,0,0,0,653311.5319500001,740498.058384569,0,94408.90849,1726530.5988245693,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2014-12-01,98069,,,,,,
HORS-BILAN_autres,290995.48600000003,246480.986180593,150,144186,3428832.83033,1098798.0231189532,633300.959257,6014002.352270001,13165089.637156546,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2014-12-01,1308343,,,,,,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,10813284.87502,1281422.89417,2322919.1499111876,5676483,19826802.61067,24187118.40039,3411437.504776,1798983,71462876.43493718,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2014-12-01,2144425,,,,,,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,288590.68865,422429.35891,31279.765071694,38511,611730.08468,130698.53515,66133.24661999999,101,1670287.6790816938,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2014-12-01,80814,,,,,,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,538835.47,540118.523077805,67538,74112,1303019,51853.02561,326413.32256,25,3043320.3412478045,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2014-12-01,141406,,,,,,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,14356274.529310001,1895744.64459,2497761.247505975,6623756,25516968.38644,30680322.285385784,3332456.9353400003,2092611,89648769.02857177,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2014-12-01,2652874,,,,,,
ACTIF_LIQUIDE_encaisse,2314811.105,146223.52531,464929.41229856,276514,2243173.66249,1457807.26650011,32779.77197,82161,7124542.74356867,Actif,Actif liquide,Asset,Liquid asset,2013-12-01,106143,,,,,,
ACTIF_LIQUIDE_avoirs_a_la_brh,10709042.576,882079.0389,1373536.9883516,3158012,12182604.10336,15067912.46107548,410951.47922000004,2588767,48259605.64690708,Actif,Actif liquide,Asset,Liquid asset,2013-12-01,1886700,,,,,,
ACTIF_LIQUIDE_avoirs_a_l'etranger,892985.571,469617.89076,160660.67791022,679760,772148.2651000001,1863318.6928927996,12395.73735,441000,6936775.835013019,Actif,Actif liquide,Asset,Liquid asset,2013-12-01,1644889,,,,,,
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,33094.953762,8659,11137.940630000001,8999.641556020099,811946.3005999998,0,873837.8365480199,Actif,Actif liquide,Asset,Liquid asset,2013-12-01,0,,,,,,
ACTIF_LIQUIDE_autres_liquidites,108424.673,33712.63845,109.58110248,72274,64666.53138,736215.7622832,4877.2539799999995,61725,1099861.4401956801,Actif,Actif liquide,Asset,Liquid asset,2013-12-01,17856,,,,,,
ACTIF_ILLIQUIDE_bons_b.r.h.,5989000,0,0,348775,500000,0,0,43,6837818,Actif,Actif illiquide,Asset,Non-liquid asset,2013-12-01,0,,,,,,
ACTIF_ILLIQUIDE_bons_du_tresor_/_m.e.f.,2875000,0,0,0,0,0,0,0,2875000,Actif,Actif illiquide,Asset,Non-liquid asset,2013-12-01,0,,,,,,
ACTIF_ILLIQUIDE_autres_placements,5982193.73,25214.75518,244596.54604172,548149,8990405.0792,11669729.4435282,38474.2538,0,27498762.807749923,Actif,Actif illiquide,Asset,Non-liquid asset,2013-12-01,0,,,,,,
ACTIF_ILLIQUIDE_portefeuille_net,9830902.60685,1095487.7257700001,1676254.0550492997,4820490,19446814.98097,20094332.447109997,2701338.3010298996,1725491,63606255.1167792,Actif,Actif illiquide,Asset,Non-liquid asset,2013-12-01,2215144,,,,,,
ACTIF_ILLIQUIDE_immobilisations,1196035.77981,196462.68229,246704.83648,306801,1692619.0442099997,1348639.47959,179352.96897000002,385929,5617850.79135,Actif,Actif illiquide,Asset,Non-liquid asset,2013-12-01,65306,,,,,,
ACTIF_ILLIQUIDE_autres_actifs,1743598.9209999999,46079.9568,81691.14901689996,343569,1874956.85603,701876.83299832,98487.29668,96421,5001587.0125252195,Actif,Actif illiquide,Asset,Non-liquid asset,2013-12-01,14906,,,,,,
DÉPÔT_a_vue,20890975.584999997,1094458.38772,1354417.82993126,4544031,12956353.79405,21370803.7411865,933866.39886,3401019,69470391.73674776,Passif,Dépôt,Liability,Deposit,2013-12-01,2924466,,,,,,
DÉPÔT_epargne,8847674.889,572048.13718,1753012.2318491,2422973,17868347.20857,19390703.630467318,496804.38842,318708,53098839.48548642,Passif,Dépôt,Liability,Deposit,2013-12-01,1428568,,,,,,
DÉPÔT_a_terme,4063906.79657,841273.15076,669026.17553622,2037659,7266719.997638475,5086726.777560321,1385387.21074,560978,22407083.108805016,Passif,Dépôt,Liability,Deposit,2013-12-01,495406,,,,,,
OBLIGATIONS_À_VUE_banques_locales,219410,0,0,0,0,0,0,200000,419410,Passif,Obligations à vue,Liability,Demand bonds,2013-12-01,0,,,,,,
OBLIGATIONS_À_VUE_banques_a_l'etranger,0,0,0,0,0,0,0,0,0,Passif,Obligations à vue,Liability,Demand bonds,2013-12-01,0,,,,,,
OBLIGATIONS_À_VUE_autres,1327259.896,158202.96999789999,165464.87408276,292190,1295149.6321,1087038.3062604698,82746.92023999999,495534,5066347.5986811295,Passif,Obligations à vue,Liability,Demand bonds,2013-12-01,162761,,,,,,
OBLIGATIONS_À_TERME_banques_locales,3000,16642.5,0,0,0,350000,855000,0,1224642.5,Passif,Obligations à terme,Liability,Term bonds,2013-12-01,0,,,,,,
OBLIGATIONS_À_TERME_banque_a_l'etranger,0,0,0,0,2332448.84034,0,0,0,2332448.84034,Passif,Obligations à terme,Liability,Term bonds,2013-12-01,0,,,,,,
OBLIGATIONS_À_TERME_autres,2662474.899,9977.743299999998,267.62175,49242,751904.8744399999,323289.65047996,22605.762469999958,70779,3934038.55143996,Passif,Obligations à terme,Liability,Term bonds,2013-12-01,43497,,,,,,
AUTRES_PASSIFS_autres_passifs,813845.83,0,177966.65968058002,297784,1659018.6765899998,316690.05148492,47719.54006,74738,4031359.7578155,Passif,Autres passifs,Liability,Other liabilities,2013-12-01,643597,,,,,,
FONDS_PROPRES_capital_verse,1500000,165000,450000,270000,1050000,2093492,150000,103837,5876702,Fonds propres,Fonds propres,Equity,Equity,2013-12-01,94373,,,,,,
FONDS_PROPRES_reserves,342560.83900000004,12977,32673.10495,172518,1214131.8360000001,579987.09535,172221.88741999998,79683,2680384.76272,Fonds propres,Fonds propres,Equity,Equity,2013-12-01,73632,,,,,,
FONDS_PROPRES_surplus_d'apport,0,14325,110320.3655,1387,98479.45517,0,0,0,224511.82067,Fonds propres,Fonds propres,Equity,Equity,2013-12-01,0,,,,,,
FONDS_PROPRES_bnr,970886.2309999999,9973.32451,-431570.66326,475219,1285972.14847,2350100.77176,144251.25533,76261,4965737.06781,Fonds propres,Fonds propres,Equity,Equity,2013-12-01,84644,,,,,,
HORS-BILAN_effets_a_l'encaissement,0,0,0,0,141025.87115,1273.26452442,0,0,142299.13567442,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2013-12-01,0,,,,,,
HORS-BILAN_credit_documentaire,131646,0,0,0,663110.94274,615185.74073032,0,64266,1476907.68347032,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2013-12-01,2699,,,,,,
HORS-BILAN_autres,9682.523,230358.81328102,2342.5641299999997,123044,2622128.92733,1142560.181222736,688400.0651,4283910,9792790.074063756,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2013-12-01,690363,,,,,,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,9995533.15085,1429989.41834,1698649.9928719397,4849864,19776037.415459998,20205836.33688,2759533.8283899,1734790,64753748.14279184,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2013-12-01,2303514,,,,,,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,164630.544,334501.69257,22395.93782264,29374,329222.43449,111503.88977000001,58195.52735999999,9299,1147493.02601264,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2013-12-01,88370,,,,,,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,549342.6560000001,379238.85808916006,110890,25261,1146727,54768.80021,289801.45183,0,2762257.7661291603,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2013-12-01,206228,,,,,,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,12291450.39957,1455070.62458,1982556.27371658,5945698,22596773.227668475,28577550.94697414,2130104.81213,2821929,80311983.2846392,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2013-12-01,2510850,,,,,,
ACTIF_LIQUIDE_encaisse,831793.451,99060.754,212743.78659993003,256915,3000007.20411,1214779.241864435,31518.420469999997,59945,5802899.8580443645,Actif,Actif liquide,Asset,Liquid asset,2012-12-01,96137,,,,,,
ACTIF_LIQUIDE_avoirs_a_la_brh,19984808.725,562540.08096,1039706.8151492699,2538184,10677126.131409999,11930153.95497912,316478.57357999997,2244835,50806097.28107839,Actif,Actif liquide,Asset,Liquid asset,2012-12-01,1512264,,,,,,
ACTIF_LIQUIDE_avoirs_a_l'etranger,1960153.735,33017.49897,142975.30043804,576486,1286737.8642,3411551.9279267774,6642.48626,689681,9455197.812794816,Actif,Actif liquide,Asset,Liquid asset,2012-12-01,1347952,,,,,,
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,106110.20385054001,14466,4058.22282,171249.64058883168,1821102.32581,0,2116986.3930693716,Actif,Actif liquide,Asset,Liquid asset,2012-12-01,0,,,,,,
ACTIF_LIQUIDE_autres_liquidites,347377.889,129635.97767000001,23714.75945663,94778,263750.64953,553247.56796362,13677.94774,258799,1794893.79136025,Actif,Actif liquide,Asset,Liquid asset,2012-12-01,109912,,,,,,
ACTIF_ILLIQUIDE_bons_b.r.h.,4542000,0,0,199996,300000,400000,0,303578,5895574,Actif,Actif illiquide,Asset,Non-liquid asset,2012-12-01,150000,,,,,,
ACTIF_ILLIQUIDE_autres_placements,8974607.663999997,24429.85432,24368.22191034,680212,11059686.27807,14041948.06,29016.0108,198704,35032972.08910034,Actif,Actif illiquide,Asset,Non-liquid asset,2012-12-01,0,,,,,,
ACTIF_ILLIQUIDE_portefeuille_net,7972957.9045400005,963206.8202000001,1387587.6928136097,4452685,17558558.95744,16687410.115430001,2280473.104593,1415415,54823015.59501661,Actif,Actif illiquide,Asset,Non-liquid asset,2012-12-01,2104721,,,,,,
ACTIF_ILLIQUIDE_immobilisations,1131922.20488,139620.64819,214063.5058,295301,1458585.3503899996,1338502.29513,155024.64772999997,311041,5124843.65212,Actif,Actif illiquide,Asset,Non-liquid asset,2012-12-01,80783,,,,,,
ACTIF_ILLIQUIDE_autres_actifs,1840698.835,154661.34338,61367.73980073999,521609,2991822.0829700003,1022001.6517487601,85327.83948,66163,6752295.4923795,Actif,Actif illiquide,Asset,Non-liquid asset,2012-12-01,8644,,,,,,
DÉPÔT_a_vue,31073825.213,625106.23446,861462.66819872,3984772,14731939.250130001,19300957.165896833,947016.4886399999,3315873,77252415.02032554,Passif,Dépôt,Liability,Deposit,2012-12-01,2411463,,,,,,
DÉPÔT_epargne,8130876.351,484045.67729,1708723.4049474201,2420124,17378672.822520003,18320262.12279012,431247.03752,323453,50545248.41606754,Passif,Dépôt,Liability,Deposit,2012-12-01,1347844,,,,,,
DÉPÔT_a_terme,2971264.49279,640305.12044,606961.5231809,1673310,6437346.700091321,4516587.12458394,2023658.3964500001,1082662,20595469.357536163,Passif,Dépôt,Liability,Deposit,2012-12-01,643374,,,,,,
OBLIGATIONS_À_VUE_banques_locales,0,0,0,0,0,0,0,200000,200000,Passif,Obligations à vue,Liability,Demand bonds,2012-12-01,0,,,,,,
OBLIGATIONS_À_VUE_banques_a_l'etranger,0,0,0,0,0,0,0,0,0,Passif,Obligations à vue,Liability,Demand bonds,2012-12-01,0,,,,,,
OBLIGATIONS_À_VUE_autres,1562430.827,171989.40494305996,115239.99204310999,446998,2653462.36943,682580.9898625601,75404.34736,271331,6112031.9306387305,Passif,Obligations à vue,Liability,Demand bonds,2012-12-01,132595,,,,,,
OBLIGATIONS_À_TERME_banques_locales,3000,26945,0,0,0,0,800000,0,829945,Passif,Obligations à terme,Liability,Term bonds,2012-12-01,0,,,,,,
OBLIGATIONS_À_TERME_banque_a_l'etranger,0,0,0,0,1972806.6793499999,0,0,0,1972806.6793499999,Passif,Obligations à terme,Liability,Term bonds,2012-12-01,0,,,,,,
OBLIGATIONS_À_TERME_autres,1270894.404,143343.85016,2683.81300475,57708,614260.0409499998,3011467.6301318603,12256.860899999998,73987,5223788.59914661,Passif,Obligations à terme,Liability,Term bonds,2012-12-01,37187,,,,,,
AUTRES_PASSIFS_autres_passifs,288117.515,0,144544.29939104003,261393,1591629.6982000002,376898.31135325204,18348.94749,37601,3297539.771434292,Passif,Autres passifs,Liability,Other liabilities,2012-12-01,579007,,,,,,
FONDS_PROPRES_capital_verse,500000,5000,150202.375,270000,750000,2093492,150000,103837,4116904.375,Fonds propres,Fonds propres,Equity,Equity,2012-12-01,94373,,,,,,
FONDS_PROPRES_reserves,186951.353,46655,24498.97294,146847,1309208.92245,103191.21255999999,139049.84042000002,79683,2108671.3013699995,Fonds propres,Fonds propres,Equity,Equity,2012-12-01,72586,,,,,,
FONDS_PROPRES_surplus_d'apport,0,14325,105320.72348,1387,98479.45517,0,0,0,219512.17865000002,Fonds propres,Fonds propres,Equity,Equity,2012-12-01,0,,,,,,
FONDS_PROPRES_bnr,1598960.2541399999,-51542.309140000005,-506999.74631,368093,1062526.80265,2365407.89922,142279.43757000004,59734,5130443.33813,Fonds propres,Fonds propres,Equity,Equity,2012-12-01,91984,,,,,,
HORS-BILAN_effets_a_l'encaissement,0,0,0,0,75064.80135,0,0,0,75064.80135,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2012-12-01,0,,,,,,
HORS-BILAN_credit_documentaire,44823.342,0,0,0,542775.07817,1031452.0324875199,0,25578,1647075.4526575198,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2012-12-01,2447,,,,,,
HORS-BILAN_autres,74229.701,188532.55913098,150,195788,2382106.36484,362953.258148766,786789.56415,3249503,7515191.447269746,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2012-12-01,275139,,,,,,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,8166822.32454,1297645.6042,1415774.8096468998,4486840,17834080.99249,16756541.923,2334578.275403,1442821,55990351.9292799,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2012-12-01,2255247,,,,,,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,193864.42,334438.784,28187.116833289998,34155,275522.03504999995,69131.80757,54105.170809999996,27406,1167336.33426329,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2012-12-01,150526,,,,,,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,157200,388912.60178,16880,37402,268155,43951.09029,195623.51149900001,0,1356393.2035690001,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2012-12-01,248269,,,,,,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,27220241.111789998,869733.58951,1512260.75564704,5461700,22948353.35865132,27594061.42161089,2739173.0524,2761695,93128219.28960925,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2012-12-01,2021001,,,,,,
ACTIF_LIQUIDE_encaisse,5737873.288000001,133314.85943,307773.744169698,330629,2009021.67471,930734.4896888919,30811.04847,65797,9654124.10446859,Actif,Actif liquide,Asset,Liquid asset,2015-03-01,108169,,,,,,
ACTIF_LIQUIDE_avoirs_a_la_brh,9255429.418,1109417.1308,1635191.0699420867,3291702,12931869.821870001,19088545.51119936,597921.65891,4735468,54611077.61072145,Actif,Actif liquide,Asset,Liquid asset,2015-03-01,1965533,,,,,,
ACTIF_LIQUIDE_avoirs_a_l'etranger,977415.06,37964.86548,162982.74369180598,806159,1296007.21273,2091194.299245174,6679.29804,373135,7153950.47918698,Actif,Actif liquide,Asset,Liquid asset,2015-03-01,1402413,,,,,,
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,152372.394384135,2153,2820.2559499999998,336.7961847659743,1702401.7620899999,0,1860084.208608901,Actif,Actif liquide,Asset,Liquid asset,2015-03-01,0,,,,,,
ACTIF_LIQUIDE_autres_liquidites,173006.60199999998,93195.34036,1098.5,152161,103822.92689999999,551357.642125302,15868.84763,86374,1222904.859015302,Actif,Actif liquide,Asset,Liquid asset,2015-03-01,46020,,,,,,
ACTIF_ILLIQUIDE_bons_b.r.h.,4330000,145000,0,349952,1350000,1000000,0,749896,7924848,Actif,Actif illiquide,Asset,Non-liquid asset,2015-03-01,0,,,,,,
ACTIF_ILLIQUIDE_bons_du_tresor_/_m.e.f.,4275000,0,0,0,0,865292.09652,0,0,5140292.09652,Actif,Actif illiquide,Asset,Non-liquid asset,2015-03-01,0,,,,,,
ACTIF_ILLIQUIDE_autres_placements,7806789.748189999,314584.49968,529599.084076536,1096205,12219935.16093,12186260.6455616,307380.35799,0,34460754.49642813,Actif,Actif illiquide,Asset,Non-liquid asset,2015-03-01,0,,,,,,
ACTIF_ILLIQUIDE_portefeuille_net,9840038.44254,845148.5295599999,2683901.398367062,5433246,18611847.532810003,23965589.215430003,3408204.048278,1578103,68460525.16698506,Actif,Actif illiquide,Asset,Non-liquid asset,2015-03-01,2094447,,,,,,
ACTIF_ILLIQUIDE_immobilisations,1411498.0054,304510.07885,326266.73817,295176,2107233.4858899997,1456585.13754,213255.59925000003,351217,6537300.0451,Actif,Actif illiquide,Asset,Non-liquid asset,2015-03-01,71558,,,,,,
ACTIF_ILLIQUIDE_autres_actifs,1735199.47682,28439.7521,47122.76225055008,344384,2099419.60201,1121453.552141259,168617.79731999998,139701,5693729.942641809,Actif,Actif illiquide,Asset,Non-liquid asset,2015-03-01,9392,,,,,,
DÉPÔT_a_vue,21184914.80588,1045234.4933499999,1739429.0897448608,5380564,14606982.27761,22026194.069303498,1108578.37759,5270166,75258501.11347836,Passif,Dépôt,Liability,Deposit,2015-03-01,2896438,,,,,,
DÉPÔT_epargne,10080535.33282,526524.4484,1953877.020380639,2720032,18906303.174780004,20778775.78736718,513719.75972,310697,57519322.523467824,Passif,Dépôt,Liability,Deposit,2015-03-01,1728858,,,,,,
DÉPÔT_a_terme,5012147.6490400005,973281.47558,1263083.3668250379,2233819,9871409.271052472,9217461.455606272,3011109.28061,377827,32272361.49871378,Passif,Dépôt,Liability,Deposit,2015-03-01,312223,,,,,,
