Indicators,BNC  ,BPH,BUH,CAPITALBK,SOGEBK,UNIBNK,SOGEBL,CBNA,TOTAL,Parts1_fr,Parts2_fr,Parts1_en,Parts2_en,Date,SCOTIA,BICH,SOCABK,PROMOBK,SOCABL,BHD *,BHD 
FONDS_PROPRES_surplus_d'apport,0,14325,39430.9,717,286.25,399989.2,0,0,-1138738.6500000001,Fonds propres,Fonds propres,Equity,Equity,2006-09-01,15061,0,-1608548,,,,
FONDS_PROPRES_bnr,376699,45725.2,-86974.9,84942,470820.45,630664.2,91142.1,61504,467781.44999999995,Fonds propres,Fonds propres,Equity,Equity,2006-09-01,88387,0,-1295127.6,,,,
HORS-BILAN_effets_a_l'encaissement,0,0,0,0,114468,112.9,0,52443,167023.9,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2006-09-01,0,0,0,,,,
HORS-BILAN_credit_documentaire,99500,0,0,0,338820,425959.9,0,75771,1022290.1000000001,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2006-09-01,27390,0,54849.2,,,,
HORS-BILAN_autres,72571,126241.2,220438.7,0,1409106.5,947108.9,109396,170334,3316799.9,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2006-09-01,213473,0,48130.6,,,,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,1096694,551650.4,860985.6,1288433,6453217.15,5907396.9,993198.4,1783631,22749774.75,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2006-09-01,1151198,0,2663370.3,,,,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,79942,160000,70862.6,32109,417454.5,139939.5,57426.2,103902,2263194.4000000004,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2006-09-01,87936,0,1113622.6,,,,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,74510,148262,97479,15705,391330,58841.9,84576.6,0,2533885.5,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2006-09-01,134090,0,1529091,,,,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,1429805,274421.1,987674.9,1872146,11157224.11,11189429.3,1251955.1,2428327,,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2006-09-01,510430,0,1845643.4,,,,
ACTIF_LIQUIDE_encaisse,618476,63282.7,408353.8,185216,807603,473499.2,15572.1,8889,3131435.6000000006,Actif,Actif liquide,Asset,Liquid asset,2005-09-01,53856,1497.2,416031.5,72650,6509.1,,
ACTIF_LIQUIDE_avoirs_a_la_brh,1160317,281452.6,402934.7,706955,4070334.4,4310857.3,284325.6,859636,14692435,Actif,Actif liquide,Asset,Liquid asset,2005-09-01,668192,1068.7,1146458.1,780768,19135.6,,
ACTIF_LIQUIDE_avoirs_a_l'etranger,90842,63655.5,171273.3,233075,725998.8,778057.7,3055,0,3130039.9000000004,Actif,Actif liquide,Asset,Liquid asset,2005-09-01,308905,1074.3,108241.3,645862,0,,
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,104956.5,49092,31967.9,103629.5,831379.5,0,1204030.1,Actif,Actif liquide,Asset,Liquid asset,2005-09-01,55000,0,16717.2,11063,224.5,,
ACTIF_LIQUIDE_autres_liquidites,94089,7159.9,23353.6,69180,322719.7,304842.9,13562.7,63550,1005051.5000000001,Actif,Actif liquide,Asset,Liquid asset,2005-09-01,35564,126,45057.6,19338,6508.1,,
ACTIF_ILLIQUIDE_bons_b.r.h.,2538000,123000,70000,120000,1665000,900000,0,0,5527100,Actif,Actif illiquide,Asset,Non-liquid asset,2005-09-01,60000,0,51100,0,0,,
ACTIF_ILLIQUIDE_autres_placements,317022,80092.8,155161.2,302669,4498432.6,4596815.1,34679.3,0,10359553.9,Actif,Actif illiquide,Asset,Non-liquid asset,2005-09-01,0,0,358575.9,16106,0,,
ACTIF_ILLIQUIDE_portefeuille_net,889795,360246.9,774389,1242531,4765310.4,5151318,910753,1555319,20724021.400000002,Actif,Actif illiquide,Asset,Non-liquid asset,2005-09-01,769954,2005,2786805.3,1304346,211248.8,,
ACTIF_ILLIQUIDE_immobilisations,221973,49322.6,378507.4,231894,791767.4,733370.3,48676.9,35517,3409020.6,Actif,Actif illiquide,Asset,Non-liquid asset,2005-09-01,65675,534.5,570603,268584,12595.5,,
ACTIF_ILLIQUIDE_autres_actifs,115678,78293.1,152726,94895,391094.8,380630.6,37756.7,652279,2627957.4000000004,Actif,Actif illiquide,Asset,Non-liquid asset,2005-09-01,27062,2178.3,563645.4,50871,80847.5,,
DÉPÔT_a_vue,1383708,231424.2,492447.9,1182573,5025043.6,4618182,256511.8,960042,16697373.799999999,Passif,Dépôt,Liability,Deposit,2005-09-01,525471,330.2,822013.2,1190752,8874.9,,
DÉPÔT_epargne,2346480,191368.3,1334904.6,818369,6821967.3,7197325.9,293241,124738,22799131.5,Passif,Dépôt,Liability,Deposit,2005-09-01,841693,2655.5,2113515.2,682766,30107.7,,
DÉPÔT_a_terme,706008,316307.1,445778.1,770603,4750866.6,3713479.1,1065431.1,1322130,17274644.5,Passif,Dépôt,Liability,Deposit,2005-09-01,473869,0,2693473,823624,193075.5,,
OBLIGATIONS_À_VUE_banques_locales,3000,0,0,0,0,0,0,321566,375605.1,Passif,Obligations à vue,Liability,Demand bonds,2005-09-01,0,0,0,0,51039.1,,
OBLIGATIONS_À_VUE_banques_a_l'etranger,0,0,0,0,0,0,0,0,157029.4,Passif,Obligations à vue,Liability,Demand bonds,2005-09-01,0,0,157029.4,0,0,,
OBLIGATIONS_À_VUE_autres,654903,190510.4,141373.2,162025,344427.7,366765.7,46918.6,172131,2390796,Passif,Obligations à vue,Liability,Demand bonds,2005-09-01,104256,872.7,96612.2,85048,24952.5,,
OBLIGATIONS_À_TERME_banques_locales,0,21521.3,0,0,0,0,322819.5,0,394340.8,Passif,Obligations à terme,Liability,Term bonds,2005-09-01,0,0,0,50000,0,,
OBLIGATIONS_À_TERME_banque_a_l'etranger,0,0,0,0,0,81780.9,0,0,81780.9,Passif,Obligations à terme,Liability,Term bonds,2005-09-01,0,0,0,0,0,,
OBLIGATIONS_À_TERME_autres,317976,26636.8,7918.8,32471,177833.3,149604,14906.4,42335,1055617.7999999998,Passif,Obligations à terme,Liability,Term bonds,2005-09-01,16539,0,47299.5,222098,0,,
AUTRES_PASSIFS_autres_passifs,50321,64768.1,155930.7,68721,332800,492209.6,0,35036,1288243.9,Passif,Autres passifs,Liability,Other liabilities,2005-09-01,296,0,68460.5,19701,0,,
FONDS_PROPRES_capital_verse,25000,5000,37626.3,90000,300000,389131.5,75000,103837,1408213,Fonds propres,Fonds propres,Equity,Equity,2005-09-01,34372,5000,226938.2,64243,52065,,
FONDS_PROPRES_reserves,59623,2500,32981.9,56967,71660.5,47089.8,13368.5,51919,377699.7,Fonds propres,Fonds propres,Equity,Equity,2005-09-01,17186,220,12900,11284,0,,
FONDS_PROPRES_surplus_d'apport,0,14325,13437.7,780,286.3,325086.9,0,0,402763.9,Fonds propres,Fonds propres,Equity,Equity,2005-09-01,15061,0,0,33787,0,,
FONDS_PROPRES_bnr,499173,42144.9,-20743.7,52998,245343.7,352365.2,91563.9,41456,1107405.1,Fonds propres,Fonds propres,Equity,Equity,2005-09-01,15465,-594.4,-175005.9,-13715,-23045.6,,
HORS-BILAN_effets_a_l'encaissement,0,0,0,0,38487.5,366.5,0,49538,91925,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2005-09-01,0,0,0,3533,0,,
HORS-BILAN_credit_documentaire,131951,0,0,0,335937.8,412832.8,0,89572,1116002.2,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2005-09-01,37190,0,94388.6,14130,0,,
HORS-BILAN_autres,29169,71697.8,12553.3,419052,759146.8,434424.1,137803.3,34522,2170280.1999999997,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2005-09-01,33969,0,40755.9,197187,0,,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,1017351,495534.6,821555.3,1270823,5087049.1,5351045.7,956726.2,1617101,22065014,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2005-09-01,855932,2005,2958383.3,1407824,223683.8,,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,127556,135287.6,47166.3,28292,321738.7,199727.6,45973.2,61782,1340992.4,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2005-09-01,85978,0,171578,103478,12435,,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,92210,139129.8,100157,20467,304625,62008.1,101408.9,0,2731666.6999999997,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2005-09-01,147997,0,1546112,197910,19641.9,,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,914961,251305.40000000002,768454.8,1623423,9330596.5,9435595.1,1162017.6,1811993,30197585.4,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2005-09-01,532975,0,2633285,1506006,226973,,
ACTIF_LIQUIDE_encaisse,576047,71473.4,334323,113942,692315.8,362165.9,25462.2,26217,2750727.4,Actif,Actif liquide,Asset,Liquid asset,2004-09-01,66782,494.4,376460.9,94908,10135.8,,
ACTIF_LIQUIDE_avoirs_a_la_brh,1502650,422402.7,510932,807114,4696259,4030505,342148.3,832253,16069776.5,Actif,Actif liquide,Asset,Liquid asset,2004-09-01,635338,803.6,1466886.6,723173,99311.3,,
ACTIF_LIQUIDE_avoirs_a_l'etranger,84851,97954.9,83298,142963,82470.2,296336.9,5461.2,0,1451118.8,Actif,Actif liquide,Asset,Liquid asset,2004-09-01,291285,919.1,51338.5,314241,0,,
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,27412,10193,40171.7,60542.2,1227107.5,0,1468027.0999999999,Actif,Actif liquide,Asset,Liquid asset,2004-09-01,0,1500,41688.3,54964,4448.4,,
ACTIF_LIQUIDE_autres_liquidites,51031,3261.2,16892,35756,282473.6,120732.4,16123.1,68824,714218.1,Actif,Actif liquide,Asset,Liquid asset,2004-09-01,10143,155.8,89241.7,18068,1516.3,,
ACTIF_ILLIQUIDE_bons_b.r.h.,1374000,51320,77000,52000,1054000,740400,0,83055,3543775,Actif,Actif illiquide,Asset,Non-liquid asset,2004-09-01,0,0,112000,0,0,,
ACTIF_ILLIQUIDE_autres_placements,289088,69668.7,165911,243067,3085547.4,3119552.4,15036.9,0,7303933.799999999,Actif,Actif illiquide,Asset,Non-liquid asset,2004-09-01,0,0,285227.2,16106,14729.2,,
ACTIF_ILLIQUIDE_portefeuille_net,393128,281681.7,676229,1104546,3544843.8,3952677.8,640513.6,960598,17059241.4,Actif,Actif illiquide,Asset,Non-liquid asset,2004-09-01,748690,1937.9,3148231,1499210,106954.6,,
ACTIF_ILLIQUIDE_immobilisations,246972,55851.2,331190,197085,737555.8,535375.7,49793.6,37396,2810291.9,Actif,Actif illiquide,Asset,Non-liquid asset,2004-09-01,62760,521.8,363641,177189,14960.8,,
ACTIF_ILLIQUIDE_autres_actifs,73526,68728.3,108772,65035,666211.6,405709.2,59368.3,481850,2759913,Actif,Actif illiquide,Asset,Non-liquid asset,2004-09-01,28417,2227.6,564611.6,62470,172986.4,,
DÉPÔT_a_vue,776400,285385.2,382315,881335,4404381.7,2988088.7,269038.7,923571,13002479.799999999,Passif,Dépôt,Liability,Deposit,2004-09-01,400033,274.7,798899.1,886937,5820.7,,
DÉPÔT_epargne,1913664,197171.9,1169386,604542,5368320.2,5407907.6,254095,202553,18417049.6,Passif,Dépôt,Liability,Deposit,2004-09-01,723408,2736.3,1753142.1,788483,31640.5,,
DÉPÔT_a_terme,675143,279836.7,412552,877457,3827968.3,3722979.7,1457948.4,508126,16637631.399999999,Passif,Dépôt,Liability,Deposit,2004-09-01,513942,0,3259671.9,903271,198735.4,,
OBLIGATIONS_À_VUE_banques_locales,3000,0,0,0,0,0,0,368976,410494.9,Passif,Obligations à vue,Liability,Demand bonds,2004-09-01,0,0,0,0,38518.9,,
OBLIGATIONS_À_VUE_banques_a_l'etranger,0,0,0,0,0,0,0,0,0,Passif,Obligations à vue,Liability,Demand bonds,2004-09-01,0,0,0,0,0,,
OBLIGATIONS_À_VUE_autres,446107,241470.1,111090,153010,333685.2,367604.4,43783.7,194447,2470570.3000000003,Passif,Obligations à vue,Liability,Demand bonds,2004-09-01,106646,450,266935,81769,123572.9,,
OBLIGATIONS_À_TERME_banques_locales,0,0,0,0,3000,0,167291.6,0,241755.1,Passif,Obligations à terme,Liability,Term bonds,2004-09-01,0,0,69963.5,1500,0,,
OBLIGATIONS_À_TERME_banque_a_l'etranger,0,0,0,0,0,69963.5,0,0,69963.5,Passif,Obligations à terme,Liability,Term bonds,2004-09-01,0,0,0,0,0,,
OBLIGATIONS_À_TERME_autres,256472,23383.5,6384,24563,103388,44057.2,37605.1,43024,726303.3999999999,Passif,Obligations à terme,Liability,Term bonds,2004-09-01,22320,0,42934.6,122172,0,,
AUTRES_PASSIFS_autres_passifs,19145,54977.4,167301,33810,250918.4,407220.5,0,54537,1007272.4,Passif,Autres passifs,Liability,Other liabilities,2004-09-01,28,0,0,18853,482.1,,
FONDS_PROPRES_capital_verse,25000,5000,37575,88242,300000,200000,75000,60000,1127937.7,Fonds propres,Fonds propres,Equity,Equity,2004-09-01,34372,5000,187878.7,61600,48270,,
FONDS_PROPRES_reserves,59623,2500,33614,57327,60864.6,154554.4,7477.2,30000,450262.7,Fonds propres,Fonds propres,Equity,Equity,2004-09-01,18117,251.5,13500,12434,0,,
FONDS_PROPRES_surplus_d'apport,0,0,13405,-1090,286.3,4191.5,0,0,65640.8,Fonds propres,Fonds propres,Equity,Equity,2004-09-01,15061,0,0,33787,0,,
FONDS_PROPRES_bnr,416739,32617.3,-1663,52505,229036.2,257430,68775,104959,1303661.4000000001,Fonds propres,Fonds propres,Equity,Equity,2004-09-01,9488,-152.3,106401.9,49523,-21997.7,,
HORS-BILAN_effets_a_l'encaissement,0,0,0,0,45613.5,2334,0,15444,66507.5,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2004-09-01,0,0,0,3116,0,,
HORS-BILAN_credit_documentaire,88380,0,0,0,288054.7,406733,0,105963,1029943.8,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2004-09-01,97454,0,27696.1,15663,0,,
HORS-BILAN_autres,45867,33232.7,19689,365856,759701.1,354286.8,145417.8,85858,2073781.8,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2004-09-01,30211,0,13351.4,220311,0,,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,516680,402527.5,732576,1127390,3795006.5,4089692.1,678312.5,1033021,18178588.7,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2004-09-01,820628,1937.9,3270102.6,1594925,115789.6,,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,123552,120845.8,56347,22844,250162.7,137014.3,37798.9,72423,1119346.2000000002,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2004-09-01,71937,0,121871.5,95715,8835,,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,83254,72745.3,99862,15076,290418,42603,76978.7,10224,1258508.8,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2004-09-01,256086,0,164662,143842,2757.8,,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,623138,248543.7,497828,1321899,7044114.199999999,6513097.3,1107513.9,932112,22876815.999999996,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2004-09-01,409648,0,2600771.4,1383440,194710.5,,
ACTIF_LIQUIDE_encaisse,407674,109205.1,237932.9,135060,876918.7,530837.8,39989.1,55411,3034810.0999999996,Actif,Actif liquide,Asset,Liquid asset,2002-12-01,56906,771.8,351495.8,231029,1578.9,0,
ACTIF_LIQUIDE_avoirs_a_la_brh,619327,178116,320195.4,298236,2094986.7,1791282.5,120627.5,495321,7659655.5,Actif,Actif liquide,Asset,Liquid asset,2002-12-01,392444,1973.8,866310.9,464433,16401.7,0,
ACTIF_LIQUIDE_avoirs_a_l'etranger,113151,150207.9,78260.4,38286,144132.4,372205.7,32911.7,89231,1283289.5999999999,Actif,Actif liquide,Asset,Liquid asset,2002-12-01,181541,938.7,19856.8,62567,0,0,
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,36635.2,7878,417378.6,83650.4,262465.9,0,851478.6000000001,Actif,Actif liquide,Asset,Liquid asset,2002-12-01,37609,1500,4243.3,0,118.2,0,
ACTIF_LIQUIDE_autres_liquidites,80276,21575,4368,24917,125042.8,119482.6,5232.3,85199,591319.2,Actif,Actif liquide,Asset,Liquid asset,2002-12-01,12601,265.6,65348.5,38966,8045.4,0,
ACTIF_ILLIQUIDE_bons_b.r.h.,925000,0,200000,45000,585000,344000,104000,9805,2212805,Actif,Actif illiquide,Asset,Non-liquid asset,2002-12-01,0,0,0,0,0,0,
ACTIF_ILLIQUIDE_autres_placements,420731,4899.4,227743.7,146117,863640.2,1202381.3,34996.2,0,3224617.3,Actif,Actif illiquide,Asset,Non-liquid asset,2002-12-01,0,0,277126.9,20645,26336.6,0,
ACTIF_ILLIQUIDE_portefeuille_net,391012,359092.2,564311.9,752086,3135902.6,3311989,520729.9,1526615,14950443.5,Actif,Actif illiquide,Asset,Non-liquid asset,2002-12-01,636618,2358.5,2570308.9,1148712,30707.5,0,
ACTIF_ILLIQUIDE_immobilisations,174335,37596.5,287064,102782,492456.6,379999.2,31388.8,32797,2113106.4000000004,Actif,Actif illiquide,Asset,Non-liquid asset,2002-12-01,25682,358.8,376046.2,155291,17309.3,0,
ACTIF_ILLIQUIDE_autres_actifs,24453,18704.5,68964.1,56390,497192.2,349329.1,20553.8,106367,1444248.5999999999,Actif,Actif illiquide,Asset,Non-liquid asset,2002-12-01,23592,1693.5,167774.5,71557,37677.9,0,
DÉPÔT_a_vue,542298,342430.5,245758.5,503637,2224321,1841415.7,146569.6,632624,8114366.1,Passif,Dépôt,Liability,Deposit,2002-12-01,289100,713.6,615075,727871,2552.2,0,
DÉPÔT_epargne,1426896,176881.5,1062045.5,408873,3822245.1,3588340.3,215255.1,294600,13489329.499999998,Passif,Dépôt,Liability,Deposit,2002-12-01,631415,3079,1277147,574543,8009,0,
DÉPÔT_a_terme,445863,215083.3,360216.7,444538,2220595.8,2027954.8,518633.6,776054,10120766,Passif,Dépôt,Liability,Deposit,2002-12-01,301642,0,2163305.4,579233,67646.4,0,
OBLIGATIONS_À_VUE_banques_locales,3000,0,0,20000,0,0,0,225179,278043.3,Passif,Obligations à vue,Liability,Demand bonds,2002-12-01,0,0,0,0,29864.3,0,
OBLIGATIONS_À_VUE_banques_a_l'etranger,0,0,0,0,0,0,0,0,0,Passif,Obligations à vue,Liability,Demand bonds,2002-12-01,0,0,0,0,0,0,
OBLIGATIONS_À_VUE_autres,471490,81909.6,90085,44004,180810.3,147320.7,14776.1,192903,1489101.4999999998,Passif,Obligations à vue,Liability,Demand bonds,2002-12-01,60277,280.4,105070.1,81909,18266.3,0,
OBLIGATIONS_À_TERME_banques_locales,0,10000,0,0,3000,0,150436.8,0,420067.8,Passif,Obligations à terme,Liability,Term bonds,2002-12-01,0,0,195131,61500,0,0,
OBLIGATIONS_À_TERME_banque_a_l'etranger,0,0,0,0,0,71457.5,0,0,143308.1,Passif,Obligations à terme,Liability,Term bonds,2002-12-01,0,0,71850.6,0,0,0,
OBLIGATIONS_À_TERME_autres,11375,15019.7,2385.1,27448,38290.7,115523.1,16425.7,37822,333967.3,Passif,Obligations à terme,Liability,Term bonds,2002-12-01,17312,0,0,52366,0,0,
AUTRES_PASSIFS_autres_passifs,17680,3655.4,170525.4,20174,288138.5,234644.6,1200.8,21657,760085,Passif,Autres passifs,Liability,Other liabilities,2002-12-01,251,0,-87.7,2246,0,0,
FONDS_PROPRES_capital_verse,25000,5000,36935.3,88694,300000,100000,30000,60000,933316.4,Fonds propres,Fonds propres,Equity,Equity,2002-12-01,34372,5000,172751.1,60564,15000,0,
FONDS_PROPRES_reserves,0,2500,1540.6,17000,33111.3,111084.6,10503,30000,248936.6,Fonds propres,Fonds propres,Equity,Equity,2002-12-01,9892,201.4,24798.7,8305,0,0,
FONDS_PROPRES_surplus_d'apport,0,0,12722.2,-30,286.3,35967.1,0,0,96030.6,Fonds propres,Fonds propres,Equity,Equity,2002-12-01,15061,0,0,32024,0,0,
FONDS_PROPRES_bnr,212357,26916.6,43261.3,32414,121851.8,211449.2,69094.5,129907,938455.6000000001,Fonds propres,Fonds propres,Equity,Equity,2002-12-01,7671,586.3,73470.6,12639,-3162.7,0,
HORS-BILAN_effets_a_l'encaissement,0,0,1317.8,0,140234.8,1108.8,0,12453,156181.39999999997,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2002-12-01,0,0,0,1067,0,0,
HORS-BILAN_credit_documentaire,0,0,0,0,257454.7,259440,0,87711,829152.9,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2002-12-01,50333,0,128206.2,46008,0,0,
HORS-BILAN_autres,0,43364.5,18757.9,148629,357665.7,164686.1,62994.1,148537,1085911.3,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2002-12-01,0,0,21842.2,117092,2342.8,0,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,502997,415324.8,605245.2,771030,3279956.2,3409275.8,549543.8,1556994,15726998.5,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2002-12-01,690732,2358.5,2667753.7,1244370,31417.5,0,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,111985,56232.6,40933.3,18944,144053.6,97286.8,28814,30379,776555.2000000001,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2002-12-01,54114,0,97444.9,95658,710,0,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,95207,96551.5,82292,9081,233782,7594.3,62833.9,11088,978838.7000000001,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2002-12-01,119056,0,162067,99286,0,0,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,410941,338462.6,451457.1,641818,3919134.3,4078306,491825.6,1082502,14969420.6,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2002-12-01,327891,0,2138932.4000000004,1009943,78207.59999999999,0,
ACTIF_LIQUIDE_encaisse,306721,84032.4,177025,85379,738359.1,340598.5,25545.2,49213,2099263.7,Actif,Actif liquide,Asset,Liquid asset,2001-12-01,29968,557,151224.2,106612,2056.9,,1972.4
ACTIF_LIQUIDE_avoirs_a_la_brh,391682,121617.4,361664,406164,1587681,1517380.3,121205.6,513810,6751431.8,Actif,Actif liquide,Asset,Liquid asset,2001-12-01,346579,1537.1,892237.3,475134,6076.8,,8663.3
ACTIF_LIQUIDE_avoirs_a_l'etranger,66490,31631.7,30729,77167,645692.1,600719.6,11767,68848,1946232.2999999998,Actif,Actif liquide,Asset,Liquid asset,2001-12-01,164593,657.4,104518.5,135183,0,,8236
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,29263,5015,4533.7,49748.1,141676.8,0,276593.89999999997,Actif,Actif liquide,Asset,Liquid asset,2001-12-01,10000,1500,8456.9,26339,61.4,,0
ACTIF_LIQUIDE_autres_liquidites,138682,16676.8,8508,27311,168530.6,61572.7,4379,61318,609668,Actif,Actif liquide,Asset,Liquid asset,2001-12-01,11665,781.1,76759.3,31945,8.4,,1531.1
ACTIF_ILLIQUIDE_bons_b.r.h.,1065000,35000,205000,165000,650000,100000,92000,0,2432000,Actif,Actif illiquide,Asset,Non-liquid asset,2001-12-01,80000,0,0,40000,0,,0
ACTIF_ILLIQUIDE_autres_placements,176959,100723.5,229539,82434,396234,1029439.9,29885.3,0,2325060.6,Actif,Actif illiquide,Asset,Non-liquid asset,2001-12-01,0,0,241039,37111,10.2,,1685.7
ACTIF_ILLIQUIDE_portefeuille_net,136299,303756.8,621293,612309,2364078.9,2088883.3,409694.1,1099647,11222446.8,Actif,Actif illiquide,Asset,Non-liquid asset,2001-12-01,548038,2967.3,2141531.1,855632,1996.2,,36321.1
ACTIF_ILLIQUIDE_immobilisations,165675,33198.3,165940,110273,627055.4,338881.4,29070.1,29896,1912756.5999999999,Actif,Actif illiquide,Asset,Non-liquid asset,2001-12-01,19927,356.2,219276.5,137261,18238.3,,17708.4
ACTIF_ILLIQUIDE_autres_actifs,45407,17752.6,88187,74442,210762,292678.3,18526.9,297970,1320278.0999999999,Actif,Actif illiquide,Asset,Non-liquid asset,2001-12-01,24760,1768.7,130000.8,55006,10252.9,,52763.9
DÉPÔT_a_vue,451897,319442.6,298940,495227,1770537.8,1316805.7,109237.7,296967,6265133.600000001,Passif,Dépôt,Liability,Deposit,2001-12-01,206199,965.8,457404.2,528401,3125.4,,9983.4
DÉPÔT_epargne,1132958,165020.4,941050,329684,2948729.5,2515689.3,184664.8,389549,10548836.2,Passif,Dépôt,Liability,Deposit,2001-12-01,523990,2876.2,936958.8,466353,4062.9,,7250.3
DÉPÔT_a_terme,287530,129358.9,468250,556270,1877195.4,1763551.5,477480.7,1051770,9634365.5,Passif,Dépôt,Liability,Deposit,2001-12-01,372718,0,1916814.2,695736,1012.7,,36678.1
OBLIGATIONS_À_VUE_banques_locales,3000,26000,0,0,0,0,0,20000,80500,Passif,Obligations à vue,Liability,Demand bonds,2001-12-01,0,0,0,31500,0,,0
OBLIGATIONS_À_VUE_banques_a_l'etranger,0,0,0,0,0,0,0,0,921.9,Passif,Obligations à vue,Liability,Demand bonds,2001-12-01,0,0,0,0,0,,921.9
OBLIGATIONS_À_VUE_autres,327642,62297.8,75999,56921,150606.3,130658.5,18548.5,125612,1320880.5999999999,Passif,Obligations à vue,Liability,Demand bonds,2001-12-01,63339,207.2,216247.1,53923,16528.1,,22351.1
OBLIGATIONS_À_TERME_banques_locales,45000,0,3086,0,3000,0,0,0,216263.8,Passif,Obligations à terme,Liability,Term bonds,2001-12-01,0,0,162677.8,0,0,,2500
OBLIGATIONS_À_TERME_banque_a_l'etranger,0,0,0,0,0,49776,0,0,49776,Passif,Obligations à terme,Liability,Term bonds,2001-12-01,0,0,0,0,0,,0
OBLIGATIONS_À_TERME_autres,7783,19884.8,-2460,24877,144157.8,108824.9,5548.7,48242,405935.1,Passif,Obligations à terme,Liability,Term bonds,2001-12-01,13727,0,0,33474,0,,1875.9
AUTRES_PASSIFS_autres_passifs,50502,852.9,122473,46621,71888.8,171983.7,1929.3,15546,581742.9,Passif,Autres passifs,Liability,Other liabilities,2001-12-01,50,0,44620.7,15875,0,,39400.5
FONDS_PROPRES_capital_verse,25000,5000,36936,90000,300000,100000,30000,49828,935472.7999999999,Fonds propres,Fonds propres,Equity,Equity,2001-12-01,34372,5000,160222.2,61593,15000,,22521.6
FONDS_PROPRES_reserves,1283,2500,1541,16555,20320,112196.7,10503,25172,217181.1,Fonds propres,Fonds propres,Equity,Equity,2001-12-01,6596,212.5,11996.9,8305,0,,0
