Date,Banks,Indicator
2008-12-01,UNIBK,1159
2009-03-01,UNIBK,1156
2009-06-01,UNIBK,1125
2009-09-01,UNIBK,1111
2009-12-01,UNIBK,1084
2010-03-01,UNIBK,928
2010-06-01,UNIBK,913
2010-09-01,UNIBK,899
2010-12-01,UNIBK,917
2011-03-01,UNIBK,947
2011-06-01,UNIBK,1555
2011-09-01,UNIBK,949
2011-12-01,UNIBK,949
2012-03-01,UNIBK,983
2012-06-01,UNIBK,1027
2012-09-01,UNIBK,1034
2012-12-01,UNIBK,1025
2013-03-01,UNIBK,1015
2013-06-01,UNIBK,1046
2013-09-01,UNIBK,1038
2013-12-01,UNIBK,1035
2014-03-01,UNIBK,1084
2014-06-01,UNIBK,1101
2014-09-01,UNIBK,1107
1998-09-01,CAPITALBK,94
1998-12-01,CAPITALBK,97
1999-03-01,CAPITALBK,120
1999-06-01,CAPITALBK,124
1999-09-01,CAPITALBK,157
1999-12-01,CAPITALBK,146
2000-03-01,CAPITALBK,146
2000-06-01,CAPITALBK,154
2000-09-01,CAPITALBK,190
2000-12-01,CAPITALBK,184
2001-03-01,CAPITALBK,195
2001-06-01,CAPITALBK,203
2001-09-01,CAPITALBK,216
2001-12-01,CAPITALBK,225
2002-03-01,CAPITALBK,227
2002-06-01,CAPITALBK,222
2002-09-01,CAPITALBK,216
2002-12-01,CAPITALBK,237
2003-03-01,CAPITALBK,220
2003-06-01,CAPITALBK,231
2003-09-01,CAPITALBK,247
2003-12-01,CAPITALBK,264
2004-03-01,CAPITALBK,268
2004-06-01,CAPITALBK,271
2004-09-01,CAPITALBK,299
2004-12-01,CAPITALBK,280
2005-03-01,CAPITALBK,294
2005-06-01,CAPITALBK,279
2005-09-01,CAPITALBK,290
2005-12-01,CAPITALBK,267
2006-03-01,CAPITALBK,284
2006-06-01,CAPITALBK,277
2006-09-01,CAPITALBK,281
2006-12-01,CAPITALBK,280
2007-03-01,CAPITALBK,295
2007-06-01,CAPITALBK,302
2007-09-01,CAPITALBK,309
2007-12-01,CAPITALBK,312
2008-03-01,CAPITALBK,317
2008-06-01,CAPITALBK,349
2008-09-01,CAPITALBK,314
2008-12-01,CAPITALBK,345
2009-03-01,CAPITALBK,346
2009-06-01,CAPITALBK,368
2009-09-01,CAPITALBK,379
2009-12-01,CAPITALBK,382
2010-03-01,CAPITALBK,362
2010-06-01,CAPITALBK,351
2010-09-01,CAPITALBK,347
2010-12-01,CAPITALBK,359
2011-03-01,CAPITALBK,371
2011-06-01,CAPITALBK,390
2011-09-01,CAPITALBK,446
2011-12-01,CAPITALBK,456
2012-03-01,CAPITALBK,469
2012-06-01,CAPITALBK,474
2012-09-01,CAPITALBK,469
2012-12-01,CAPITALBK,478
2013-03-01,CAPITALBK,463
2013-06-01,CAPITALBK,467
2013-09-01,CAPITALBK,497
2013-12-01,CAPITALBK,496
2014-03-01,CAPITALBK,503
2014-06-01,CAPITALBK,489
2014-09-01,CAPITALBK,531
1998-09-01,SOGEBL,44
1998-12-01,SOGEBL,46
1999-03-01,SOGEBL,49
1999-06-01,SOGEBL,49
1999-09-01,SOGEBL,48
1999-12-01,SOGEBL,50
2000-03-01,SOGEBL,56
2000-06-01,SOGEBL,55
2000-09-01,SOGEBL,55
2000-12-01,SOGEBL,56
2001-03-01,SOGEBL,58
2001-06-01,SOGEBL,61
2001-09-01,SOGEBL,58
2001-12-01,SOGEBL,59
2002-03-01,SOGEBL,60
2002-06-01,SOGEBL,59
2002-09-01,SOGEBL,60
2002-12-01,SOGEBL,58
2003-03-01,SOGEBL,60
2003-06-01,SOGEBL,61
2003-09-01,SOGEBL,57
2003-12-01,SOGEBL,61
2004-03-01,SOGEBL,61
2004-06-01,SOGEBL,59
2004-09-01,SOGEBL,62
2004-12-01,SOGEBL,55
2005-03-01,SOGEBL,54
2005-06-01,SOGEBL,55
2005-09-01,SOGEBL,53
2005-12-01,SOGEBL,57
2006-03-01,SOGEBL,55
2006-06-01,SOGEBL,52
2006-09-01,SOGEBL,57
2006-12-01,SOGEBL,57
2007-03-01,SOGEBL,58
2007-06-01,SOGEBL,60
2007-09-01,SOGEBL,59
2007-12-01,SOGEBL,60
2008-03-01,SOGEBL,63
2008-06-01,SOGEBL,61
2008-09-01,SOGEBL,62
2008-12-01,SOGEBL,63
2009-03-01,SOGEBL,59
2009-06-01,SOGEBL,61
2009-09-01,SOGEBL,60
2009-12-01,SOGEBL,62
2010-03-01,SOGEBL,56
2010-06-01,SOGEBL,53
2010-09-01,SOGEBL,51
2010-12-01,SOGEBL,49
2011-03-01,SOGEBL,52
2011-06-01,SOGEBL,51
2011-09-01,SOGEBL,50
2011-12-01,SOGEBL,49
2012-03-01,SOGEBL,55
2012-06-01,SOGEBL,52
2012-09-01,SOGEBL,57
2012-12-01,SOGEBL,57
2013-03-01,SOGEBL,57
2013-06-01,SOGEBL,57
2013-09-01,SOGEBL,59
2013-12-01,SOGEBL,65
2014-03-01,SOGEBL,66
2014-06-01,SOGEBL,67
2014-09-01,SOGEBL,67
1998-09-01,BHD,0
1998-12-01,BHD,0
1999-03-01,BHD,0
1999-06-01,BHD,0
1999-09-01,BHD,0
1999-12-01,BHD,22
2000-03-01,BHD,23
2000-06-01,BHD,18
2000-09-01,BHD,22
2000-12-01,BHD,30
2001-03-01,BHD,29
2001-06-01,BHD,33
2001-09-01,BHD,28
2001-12-01,BHD,31
2002-03-01,BHD,0
2002-06-01,BHD,0
2002-09-01,BHD,0
2002-12-01,BHD,0
2003-03-01,BHD,0
2003-06-01,BHD,0
2003-09-01,BHD,0
2003-12-01,BHD,0
2004-03-01,BHD,0
2004-06-01,BHD,0
2004-09-01,BHD,0
2004-12-01,BHD,0
2005-03-01,BHD,0
2005-06-01,BHD,0
2005-09-01,BHD,0
2005-12-01,BHD,0
2006-03-01,BHD,0
2006-06-01,BHD,0
2006-09-01,BHD,0
2006-12-01,BHD,0
2007-03-01,BHD,0
2007-06-01,BHD,0
2007-09-01,BHD,0
2007-12-01,BHD,0
2008-03-01,BHD,0
2008-06-01,BHD,0
2008-09-01,BHD,0
2008-12-01,BHD,0
2009-03-01,BHD,0
2009-06-01,BHD,0
2009-09-01,BHD,0
2009-12-01,BHD,0
2010-03-01,BHD,0
2010-06-01,BHD,0
2010-09-01,BHD,0
2010-12-01,BHD,0
2011-03-01,BHD,0
2011-06-01,BHD,0
2011-09-01,BHD,0
2011-12-01,BHD,0
2012-03-01,BHD,0
2012-06-01,BHD,0
2012-09-01,BHD,0
2012-12-01,BHD,0
2013-03-01,BHD,0
2013-06-01,BHD,0
2013-09-01,BHD,0
2013-12-01,BHD,0
2014-03-01,BHD,0
2014-06-01,BHD,0
2014-09-01,BHD,0
2014-12-01,BHD,0
2015-03-01,BHD,0
2015-06-01,BHD,0
2015-09-01,BHD,0
2015-12-01,BHD,0
2016-03-01,BHD,0
2016-06-01,BHD,0
2016-09-01,BHD,0
2016-12-01,BHD,0
2017-03-01,BHD,0
2017-06-01,BHD,0
2017-09-01,BHD,0
2017-12-01,BHD,0
2018-03-01,BHD,0
2018-06-01,BHD,0
2018-09-01,BHD,0
2018-12-01,BHD,0
1998-09-01,CBNA,53
1998-12-01,CBNA,54
1999-03-01,CBNA,56
1999-06-01,CBNA,56
1999-09-01,CBNA,51
1999-12-01,CBNA,59
2000-03-01,CBNA,60
2000-06-01,CBNA,59
2000-09-01,CBNA,60
2000-12-01,CBNA,63
2001-03-01,CBNA,65
2001-06-01,CBNA,65
2001-09-01,CBNA,66
2001-12-01,CBNA,62
2002-03-01,CBNA,58
2002-06-01,CBNA,57
2002-09-01,CBNA,60
2002-12-01,CBNA,57
2003-03-01,CBNA,50
2003-06-01,CBNA,48
2003-09-01,CBNA,48
2003-12-01,CBNA,48
2004-03-01,CBNA,49
2004-06-01,CBNA,45
2004-09-01,CBNA,47
2004-12-01,CBNA,49
2005-03-01,CBNA,46
2005-06-01,CBNA,47
2005-09-01,CBNA,46
2005-12-01,CBNA,44
2006-03-01,CBNA,45
2006-06-01,CBNA,41
2006-09-01,CBNA,47
2006-12-01,CBNA,46
2007-03-01,CBNA,46
2007-06-01,CBNA,44
2007-09-01,CBNA,46
2007-12-01,CBNA,47
2008-03-01,CBNA,44
2008-06-01,CBNA,44
2008-09-01,CBNA,41
2008-12-01,CBNA,41
2009-03-01,CBNA,38
2009-06-01,CBNA,42
2009-09-01,CBNA,44
2009-12-01,CBNA,44
2010-03-01,CBNA,36
2010-06-01,CBNA,36
2010-09-01,CBNA,38
2010-12-01,CBNA,40
2011-03-01,CBNA,39
2011-06-01,CBNA,39
2011-09-01,CBNA,39
2011-12-01,CBNA,39
2012-03-01,CBNA,40
2012-06-01,CBNA,39
2012-09-01,CBNA,38
2012-12-01,CBNA,38
2013-03-01,CBNA,39
2013-06-01,CBNA,37
2013-09-01,CBNA,37
2013-12-01,CBNA,39
2014-03-01,CBNA,39
2014-06-01,CBNA,33
2014-09-01,CBNA,33
1998-09-01,SCOTIA,80
1998-12-01,SCOTIA,81
1999-03-01,SCOTIA,82
1999-06-01,SCOTIA,82
1999-09-01,SCOTIA,84
1999-12-01,SCOTIA,84
2000-03-01,SCOTIA,84
2000-06-01,SCOTIA,87
2000-09-01,SCOTIA,89
2000-12-01,SCOTIA,90
2001-03-01,SCOTIA,90
2001-06-01,SCOTIA,90
2001-09-01,SCOTIA,90
2001-12-01,SCOTIA,90
2002-03-01,SCOTIA,88
2002-06-01,SCOTIA,90
2002-09-01,SCOTIA,88
2002-12-01,SCOTIA,88
2003-03-01,SCOTIA,88
2003-06-01,SCOTIA,90
2003-09-01,SCOTIA,83
2003-12-01,SCOTIA,88
2004-03-01,SCOTIA,88
2004-06-01,SCOTIA,83
2004-09-01,SCOTIA,80
2004-12-01,SCOTIA,84
2005-03-01,SCOTIA,91
2005-06-01,SCOTIA,97
2005-09-01,SCOTIA,97
2005-12-01,SCOTIA,97
2006-03-01,SCOTIA,97
2006-06-01,SCOTIA,90
2006-09-01,SCOTIA,97
2006-12-01,SCOTIA,97
2007-03-01,SCOTIA,97
2007-06-01,SCOTIA,97
2007-09-01,SCOTIA,97
2007-12-01,SCOTIA,90
2008-03-01,SCOTIA,90
2008-06-01,SCOTIA,91
2008-09-01,SCOTIA,91
2008-12-01,SCOTIA,91
2009-03-01,SCOTIA,88
2009-06-01,SCOTIA,88
2009-09-01,SCOTIA,88
2009-12-01,SCOTIA,97
2010-03-01,SCOTIA,90
2010-06-01,SCOTIA,84
2010-09-01,SCOTIA,84
2010-12-01,SCOTIA,84
2011-03-01,SCOTIA,85
2011-06-01,SCOTIA,82
2011-09-01,SCOTIA,82
2011-12-01,SCOTIA,82
2012-03-01,SCOTIA,82
2012-06-01,SCOTIA,82
2012-09-01,SCOTIA,88
2012-12-01,SCOTIA,92
2013-03-01,SCOTIA,92
2013-06-01,SCOTIA,91
2013-09-01,SCOTIA,90
2013-12-01,SCOTIA,91
2014-03-01,SCOTIA,90
2014-06-01,SCOTIA,90
2014-09-01,SCOTIA,90
1998-09-01,TOTAL,2411
1998-12-01,TOTAL,2591
1999-03-01,TOTAL,2670
1999-06-01,TOTAL,2654
1999-09-01,TOTAL,2659
1999-12-01,TOTAL,2712
2000-03-01,TOTAL,2799
2000-06-01,TOTAL,2880
2000-09-01,TOTAL,2989
2000-12-01,TOTAL,2991
2001-03-01,TOTAL,3179
2001-06-01,TOTAL,3077
2001-09-01,TOTAL,3351
2001-12-01,TOTAL,3351
2002-03-01,TOTAL,3434
2002-06-01,TOTAL,3324
2002-09-01,TOTAL,3265
2002-12-01,TOTAL,3185
2003-03-01,TOTAL,3200
2003-06-01,TOTAL,3250
2003-09-01,TOTAL,3305
2003-12-01,TOTAL,3417
2004-03-01,TOTAL,3447
2004-06-01,TOTAL,3418
2004-09-01,TOTAL,3532
2004-12-01,TOTAL,3549
2005-03-01,TOTAL,3601
2005-06-01,TOTAL,3616
2005-09-01,TOTAL,3936
2005-12-01,TOTAL,3834
2006-03-01,TOTAL,3829
2006-06-01,TOTAL,3812
2006-09-01,TOTAL,3749
2006-12-01,TOTAL,3818
2007-03-01,TOTAL,3831
2007-06-01,TOTAL,3809
2007-09-01,TOTAL,4063
2007-12-01,TOTAL,3909
2008-03-01,TOTAL,3876
2008-06-01,TOTAL,3888
2008-09-01,TOTAL,3909
2008-12-01,TOTAL,3934
2009-03-01,TOTAL,3901
2009-06-01,TOTAL,3936
2009-09-01,TOTAL,3919
2009-12-01,TOTAL,3942
2010-03-01,TOTAL,3555
2010-06-01,TOTAL,3458
2010-09-01,TOTAL,3395
2010-12-01,TOTAL,3393
2011-03-01,TOTAL,3428
2011-06-01,TOTAL,4087
2011-09-01,TOTAL,3572
2011-12-01,TOTAL,3649
2012-03-01,TOTAL,3728
2012-06-01,TOTAL,3796
2012-09-01,TOTAL,3832
2012-12-01,TOTAL,3906
2013-03-01,TOTAL,3872
2013-06-01,TOTAL,3926
2013-09-01,TOTAL,3988
2013-12-01,TOTAL,4012
2014-03-01,TOTAL,4156
2014-06-01,TOTAL,4178
2014-09-01,TOTAL,4279
2014-12-01,SOGEBL,68
2015-03-01,SOGEBL,69
2015-06-01,SOGEBL,70
2015-09-01,SOGEBL,71
2015-12-01,SOGEBL,70
2016-03-01,SOGEBL,71
2016-06-01,SOGEBL,71
2016-09-01,SOGEBL, 69
2016-12-01,SOGEBL,70
2017-03-01,SOGEBL, 73
2017-06-01,SOGEBL,73
2017-09-01,SOGEBL,73
2017-12-01,SOGEBL,72
2014-12-01,CBNA,32
2015-03-01,CBNA,34
2015-06-01,CBNA,37
2015-09-01,CBNA,38
2015-12-01,CBNA,38
2016-03-01,CBNA,36
2016-06-01,CBNA,36
2016-09-01,CBNA, 37
2016-12-01,CBNA,35
2017-03-01,CBNA, 34
2017-06-01,CBNA,33
2017-09-01,CBNA,31
2017-12-01,CBNA,31
2014-12-01,SCOTIA,85
2015-03-01,SCOTIA,86
2015-06-01,SCOTIA,86
2015-09-01,SCOTIA,88
2015-12-01,SCOTIA,90
2016-03-01,SCOTIA,88
2016-06-01,SCOTIA,90
2016-09-01,SCOTIA, 91
2016-12-01,SCOTIA,88
2018-03-01,SOGEBL,73
2018-03-01,CBNA,31
2018-06-01,SOGEBL, 74
2018-06-01,CBNA, 30
2018-09-01,SOGEBL,74
2018-09-01,CBNA,32
2013-12-01,SOGEBL,65
2014-03-01,SOGEBL,66
2014-06-01,SOGEBL,67
2013-12-01,CBNA,39
2014-03-01,CBNA,39
2014-06-01,CBNA,33
2013-12-01,SCOTIA,91
2014-03-01,SCOTIA,90
2014-06-01,SCOTIA,90
1998-09-01,BIDC,163
1998-12-01,BIDC,164
1999-03-01,BIDC,158
1999-06-01,BIDC,
1999-09-01,BIDC,
1999-12-01,BIDC,
2000-03-01,BIDC,
2000-06-01,BIDC,
2000-09-01,BIDC,
2000-12-01,BIDC,
2001-03-01,BIDC,
2001-06-01,BIDC,
2001-09-01,BIDC,
2001-12-01,BIDC,
2002-03-01,BIDC,
2002-06-01,BIDC,
2002-09-01,BIDC,
2002-12-01,BIDC,
2003-03-01,BIDC,
2003-06-01,BIDC,
2003-09-01,BIDC,
2003-12-01,BIDC,
2004-03-01,BIDC,
2004-06-01,BIDC,
2004-09-01,BIDC,
2004-12-01,BIDC,
2005-03-01,BIDC,
2005-06-01,BIDC,
2005-09-01,BIDC,
2005-12-01,BIDC,
2006-03-01,BIDC,
2006-06-01,BIDC,
2006-09-01,BIDC,
2006-12-01,BIDC,
2007-03-01,BIDC,
2007-06-01,BIDC,
2007-09-01,BIDC,
2007-12-01,BIDC,
2008-03-01,BIDC,
2008-06-01,BIDC,
2008-09-01,BIDC,
2008-12-01,BIDC,
2009-03-01,BIDC,
2009-06-01,BIDC,
2009-09-01,BIDC,
2009-12-01,BIDC,
1998-09-01, ,
1998-12-01, ,
1999-03-01, ,
1999-06-01, ,
1999-09-01, ,
1999-12-01, ,
2000-03-01, ,
2000-06-01, ,
2000-09-01, ,
2000-12-01, ,
2001-03-01, ,
2001-06-01, ,
2001-09-01, ,
2001-12-01, ,
2002-03-01, ,
2002-06-01, ,
2002-09-01, ,
2002-12-01, ,
2003-03-01, ,
2003-06-01, ,
2003-09-01, ,
2003-12-01, ,
2004-03-01, ,
2004-06-01, ,
2004-09-01, ,
2004-12-01, ,
2005-03-01, ,
2005-06-01, ,
2005-09-01, ,
2005-12-01, ,
2006-03-01, ,
2006-06-01, ,
2006-09-01, ,
2006-12-01, ,
2007-03-01, ,
2007-06-01, ,
2007-09-01, ,
2007-12-01, ,
2008-03-01, ,
2008-06-01, ,
2008-09-01, ,
2008-12-01, ,
2009-03-01, ,
2009-06-01, ,
2009-09-01, ,
2009-12-01, ,
1998-09-01,BMH,
1998-12-01,BMH,
1999-03-01,BMH,
1999-06-01,BMH,
1999-09-01,BMH,
1999-12-01,BMH,
2000-03-01,BMH,
2000-06-01,BMH,
2000-09-01,BMH,
2000-12-01,BMH,
2001-03-01,BMH,
2001-06-01,BMH,
2001-09-01,BMH,
2001-12-01,BMH,
2002-03-01,BMH,
2002-06-01,BMH,
2002-09-01,BMH,
2002-12-01,BMH,
2003-03-01,BMH,
2003-06-01,BMH,
2003-09-01,BMH,
2003-12-01,BMH,
2004-03-01,BMH,
2004-06-01,BMH,
2004-09-01,BMH,
2004-12-01,BMH,
2005-03-01,BMH,
2005-06-01,BMH,
2005-09-01,BMH,
2005-12-01,BMH,
2006-03-01,BMH,
2006-06-01,BMH,
2006-09-01,BMH,
2006-12-01,BMH,
2007-03-01,BMH,
2007-06-01,BMH,
2007-09-01,BMH,
2007-12-01,BMH,
2008-03-01,BMH,
2008-06-01,BMH,
2008-09-01,BMH,
2008-12-01,BMH,
2009-03-01,BMH,
2009-06-01,BMH,
2009-09-01,BMH,
2009-12-01,BMH,
1998-09-01,PROMOBK *,165
1998-12-01,PROMOBK *,163
1999-03-01,PROMOBK *,161
1999-06-01,PROMOBK *,160
1999-09-01,PROMOBK *,164
1999-12-01,PROMOBK *,164
2000-03-01,PROMOBK *,164
2000-06-01,PROMOBK *,165
2000-09-01,PROMOBK *,168
2000-12-01,PROMOBK *,174
2001-03-01,PROMOBK *,181
2001-06-01,PROMOBK *,182
2001-09-01,PROMOBK *,186
2001-12-01,PROMOBK *,195
2002-03-01,PROMOBK *,168
2002-06-01,PROMOBK *,165
2002-09-01,PROMOBK *,170
2002-12-01,PROMOBK *,176
2003-03-01,PROMOBK *,172
2003-06-01,PROMOBK *,175
2003-09-01,PROMOBK *,181
2003-12-01,PROMOBK *,182
2004-03-01,PROMOBK *,198
2004-06-01,PROMOBK *,201
2004-09-01,PROMOBK *,198
2004-12-01,PROMOBK *,200
2005-03-01,PROMOBK *,202
2005-06-01,PROMOBK *,198
2005-09-01,PROMOBK *,190
2005-12-01,PROMOBK *,185
2006-03-01,PROMOBK *,180
2006-06-01,PROMOBK *,177
2006-09-01,PROMOBK *,
2006-12-01,PROMOBK *,
2007-03-01,PROMOBK *,
2007-06-01,PROMOBK *,
2007-09-01,PROMOBK *,
2007-12-01,PROMOBK *,
2008-03-01,PROMOBK *,
2008-06-01,PROMOBK *,
2008-09-01,PROMOBK *,
2008-12-01,PROMOBK *,
2009-03-01,PROMOBK *,
2009-06-01,PROMOBK *,
2009-09-01,PROMOBK *,
2009-12-01,PROMOBK *,
2001-06-01,SOCABK,277
2001-09-01,SOCABK,290
2001-12-01,SOCABK,302
2002-03-01,SOCABK,315
2002-06-01,SOCABK,326
2002-09-01,SOCABK,321
2002-12-01,SOCABK,329
2003-03-01,SOCABK,350
2003-06-01,SOCABK,375
2003-09-01,SOCABK,358
2003-12-01,SOCABK,377
2004-03-01,SOCABK,362
2004-06-01,SOCABK,360
2004-09-01,SOCABK,367
2004-12-01,SOCABK,392
2005-03-01,SOCABK,404
2005-06-01,SOCABK,378
2005-09-01,SOCABK,589
2005-12-01,SOCABK,498
2006-03-01,SOCABK,454
2006-06-01,SOCABK,428
2006-09-01,SOCABK,413
2006-12-01,SOCABK,424
2002-06-01,SOCABL,20
2002-09-01,SOCABL,20
2002-12-01,SOCABL,20
2003-03-01,SOCABL,20
2003-06-01,SOCABL,23
2003-09-01,SOCABL,23
2003-12-01,SOCABL,23
2004-03-01,SOCABL,23
2004-06-01,SOCABL,23
2004-09-01,SOCABL,23
2004-12-01,SOCABL,25
2005-03-01,SOCABL,24
2005-06-01,SOCABL,25
2005-09-01,SOCABL,25
2005-12-01,SOCABL,26
2006-03-01,SOCABL,16
1998-09-01,TOTAL,2591
2012-03-01,BHD,
2012-03-01,CBNA,40
2012-03-01,SCOTIA,82
2010-03-01,BIDC,
2010-03-01, ,
2010-03-01,BMH,
2010-03-01,PROMOBK *,
2010-06-01,BIDC,
2010-06-01, ,
2010-06-01,BMH,
2010-06-01,PROMOBK *,
2010-09-01,BIDC,
2010-09-01, ,
2010-09-01,BMH,
2010-09-01,PROMOBK *,
2008-12-01,SOGEBL,63
2006-09-01,PROMOBK *,0
2006-12-01,PROMOBK *,0
2006-06-01,SOCABL,0
2006-09-01,SOCABL,0
2006-12-01,SOCABL,0
2006-09-01,BHD,
2006-12-01,BHD,
2007-03-01,PROMOBK *,0
2007-03-01,SOCABK,0
2007-03-01,SOCABL,0
2008-06-01,SOGEBL,61
1998-09-01,PROMOBK,165
1998-12-01,PROMOBK,163
1999-03-01,PROMOBK,161
1999-06-01,PROMOBK,160
1999-09-01,PROMOBK,164
1999-12-01,PROMOBK,164
2000-03-01,PROMOBK,164
2000-06-01,PROMOBK,165
2000-09-01,PROMOBK,168
2000-12-01,PROMOBK,174
2001-03-01,PROMOBK,181
2001-06-01,PROMOBK,182
2001-09-01,PROMOBK,186
2001-12-01,PROMOBK,195
2002-03-01,PROMOBK,168
2002-06-01,PROMOBK,165
2002-09-01,PROMOBK,170
2002-12-01,PROMOBK,176
2003-03-01,PROMOBK,172
2003-06-01,PROMOBK,175
2003-09-01,PROMOBK,181
2003-12-01,PROMOBK,182
2004-03-01,PROMOBK,198
2004-06-01,PROMOBK,201
2004-09-01,PROMOBK,198
2004-12-01,PROMOBK,200
2005-03-01,PROMOBK,202
2005-06-01,PROMOBK,198
2005-09-01,PROMOBK,190
2005-12-01,PROMOBK,185
2003-12-01,SOGEBK,807
2003-12-01,CBNA,
2003-12-01,TOTAL,3308
2006-03-01,PROMOBK,180
2005-03-01,SCOTIA,91
2006-06-01,PROMOBK,177
2006-06-01,SCOTIA,90
2005-09-01,SCOTIA,97
2002-12-01,BHD,
2001-06-01,PROMOBK,182
2001-09-01,PROMOBK,186
2001-12-01,PROMOBK,195
2001-06-01,BHD,33
2001-09-01,BHD,28
2001-12-01,BHD,31
2001-09-01,SCOTIA,90
2001-12-01,SCOTIA,90
2002-03-01,PROMOBK,168
2002-03-01,BHD,** 
2002-03-01,SCOTIA,88
1994-09-01,BICH,10
1994-12-01,BICH,10
1995-03-01,BICH,9
1995-06-01,BICH,9
1995-09-01,BICH,10
1995-12-01,BICH,10
1996-03-01,BICH,10
1996-06-01,BICH,10
1996-09-01,BICH,10
1996-12-01,BICH,9
1997-03-01,BICH,10
1997-06-01,BICH,10
1997-09-01,BICH,10
1997-12-01,BICH,11
1998-03-01,BICH,11
1994-09-01,BIDC,71
1994-12-01,BIDC,71
1995-03-01,BIDC,70
1995-06-01,BIDC,155
1995-09-01,BIDC,163
1995-12-01,BIDC,164
1996-03-01,BIDC,158
1996-06-01,BIDC,
1996-09-01,BIDC,
1996-12-01,BIDC,
1997-03-01,BIDC,
1997-06-01,BIDC,
1997-09-01,BIDC,
1997-12-01,BIDC,
1998-03-01,BIDC,
1994-09-01, ,
1994-12-01, ,
1995-03-01, ,
1995-06-01, ,
1995-09-01, ,
1995-12-01, ,
1996-03-01, ,
1996-06-01, ,
1996-09-01, ,
1996-12-01, ,
1997-03-01, ,
1997-06-01, ,
1997-09-01, ,
1997-12-01, ,
1998-03-01, ,
1994-09-01,BMH,
1994-12-01,BMH,
1995-03-01,BMH,
1995-06-01,BMH,
1995-09-01,BMH,
1995-12-01,BMH,
1996-03-01,BMH,
1996-06-01,BMH,
1996-09-01,BMH,
1996-12-01,BMH,
1997-03-01,BMH,
1997-06-01,BMH,
1997-09-01,BMH,
1997-12-01,BMH,
1998-03-01,BMH,
1994-09-01,BNC,513
1994-12-01,BNC,492
1995-03-01,BNC,501
1995-06-01,BNC,474
1995-09-01,BNC,543
1995-12-01,BNC,452
1996-03-01,BNC,454
1996-06-01,BNC,452
1996-09-01,BNC,316
1996-12-01,BNC,233
1997-03-01,BNC,233
1997-06-01,BNC,195
1997-09-01,BNC,213
1997-12-01,BNC,213
1998-03-01,BNC,238
1994-09-01,BPH,63
1994-12-01,BPH,79
1995-03-01,BPH,89
1995-06-01,BPH,99
1995-09-01,BPH,102
1995-12-01,BPH,111
1996-03-01,BPH,105
1996-06-01,BPH,106
1996-09-01,BPH,107
1996-12-01,BPH,111
1997-03-01,BPH,110
1997-06-01,BPH,105
1997-09-01,BPH,103
1997-12-01,BPH,102
1998-03-01,BPH,100
1994-09-01,BUH,182
1994-12-01,BUH,222
1995-03-01,BUH,310
1995-06-01,BUH,299
1995-09-01,BUH,335
1995-12-01,BUH,364
1996-03-01,BUH,371
1996-06-01,BUH,376
1996-09-01,BUH,383
1996-12-01,BUH,385
1997-03-01,BUH,389
1997-06-01,BUH,377
1997-09-01,BUH,310
1997-12-01,BUH,306
1998-03-01,BUH,281
1994-09-01,PROMOBK,67
1994-12-01,PROMOBK,118
1995-03-01,PROMOBK,140
1995-06-01,PROMOBK,172
1995-09-01,PROMOBK,165
1995-12-01,PROMOBK,163
1996-03-01,PROMOBK,161
1996-06-01,PROMOBK,160
1996-09-01,PROMOBK,164
1996-12-01,PROMOBK,164
1997-03-01,PROMOBK,164
1997-06-01,PROMOBK,165
1997-09-01,PROMOBK,168
1997-12-01,PROMOBK,174
1998-03-01,PROMOBK,181
1994-09-01,SOCABK,0
1994-12-01,SOCABK,55
1995-03-01,SOCABK,86
1995-06-01,SOCABK,107
1995-09-01,SOCABK,144
1995-12-01,SOCABK,150
1996-03-01,SOCABK,152
1996-06-01,SOCABK,164
1996-09-01,SOCABK,177
1996-12-01,SOCABK,188
1997-03-01,SOCABK,206
1997-06-01,SOCABK,218
1997-09-01,SOCABK,230
1997-12-01,SOCABK,236
1998-03-01,SOCABK,262
1994-09-01,SOGEBK,278
1994-12-01,SOGEBK,280
1995-03-01,SOGEBK,324
1995-06-01,SOGEBK,392
1995-09-01,SOGEBK,515
1995-12-01,SOGEBK,514
1996-03-01,SOGEBK,543
1996-06-01,SOGEBK,694
1996-09-01,SOGEBK,750
1996-12-01,SOGEBK,806
1997-03-01,SOGEBK,826
1997-06-01,SOGEBK,890
1997-09-01,SOGEBK,969
1997-12-01,SOGEBK,986
1998-03-01,SOGEBK,1130
1994-09-01,UNIBK,64
1994-12-01,UNIBK,147
1995-03-01,UNIBK,224
1995-06-01,UNIBK,283
1995-09-01,UNIBK,326
1995-12-01,UNIBK,368
1996-03-01,UNIBK,392
1996-06-01,UNIBK,381
1996-09-01,UNIBK,412
1996-12-01,UNIBK,455
1997-03-01,UNIBK,492
1997-06-01,UNIBK,547
1997-09-01,UNIBK,570
1997-12-01,UNIBK,596
1998-03-01,UNIBK,597
1994-09-01,CAPITALBK,37
1994-12-01,CAPITALBK,40
1995-03-01,CAPITALBK,51
1995-06-01,CAPITALBK,84
1995-09-01,CAPITALBK,94
1995-12-01,CAPITALBK,97
1996-03-01,CAPITALBK,120
1996-06-01,CAPITALBK,124
1996-09-01,CAPITALBK,157
1996-12-01,CAPITALBK,146
1997-03-01,CAPITALBK,146
1997-06-01,CAPITALBK,154
1997-09-01,CAPITALBK,190
1997-12-01,CAPITALBK,184
1998-03-01,CAPITALBK,195
